Experiment_number,Participant_num,Female_0_Male_1,Task,tanned_fair_skin_face,face_number,H,S,V,R,G,B,L*,a*,b*,cold_hue_>90<270_chosen_1,time_ms
Experiment_1,62,1,hue vs saturation,fair,2,275,0.66,1,184,86,255,56.1537383,67.22838609,-68.09507305,0,7462
Experiment_1,63,0,hue vs brightness,tanned,11,243,1,0.21,2,0,53,2.438413817,16.83870754,-31.09739284,1,56704
Experiment_1,63,0,hue vs brightness,tanned,7,198,1,0.3,0,53,76,20.31423137,-6.306222716,-18.6151927,1,4932
Experiment_1,63,0,hue vs brightness,tanned,9,209,1,0.22,0,28,56,9.922894099,2.348764188,-21.21729924,1,19665
Experiment_1,63,0,hue vs brightness,fair,3,35,1,0.22,56,32,0,14.81039484,8.546229446,21.98083567,0,17334
Experiment_1,63,0,hue vs brightness,tanned,10,202,1,0.2,0,32,51,11.07852002,-3.140215888,-15.7873885,1,6840
Experiment_1,63,0,hue vs brightness,tanned,12,327,1,0.15,38,0,21,4.211255747,20.00463043,-3.469515463,0,8033
Experiment_1,63,0,hue vs brightness,fair,1,201,1,0.54,0,89,137,35.88958795,-3.741280764,-32.95166169,1,12794
Experiment_1,63,0,hue vs brightness,fair,6,282,1,0.45,80,0,114,19.72215914,48.86183871,-44.27619062,0,8162
Experiment_1,63,0,hue vs brightness,fair,5,204,1,0.43,0,65,109,26.40377838,0.102739912,-30.56273658,1,8061
Experiment_1,63,0,hue vs brightness,tanned,8,4,1,0.25,63,4,0,10.13456968,27.50389036,15.89421418,0,5549
Experiment_1,63,0,hue vs brightness,fair,2,306,1,0.22,56,0,50,9.569772644,32.42253071,-17.03731772,0,5936
Experiment_1,63,0,hue vs brightness,fair,4,197,1,0.17,0,31,43,10.21655631,-6.211929069,-11.33519634,1,4336
Experiment_1,63,0,hue vs saturation,fair,3,309,0.74,1,255,66,226,62.20885812,84.33165082,-41.68257227,0,29234
Experiment_1,63,0,hue vs saturation,fair,2,316,0.26,1,255,188,237,83.62140231,31.62542775,-14.83095038,0,5733
Experiment_1,63,0,hue vs saturation,tanned,11,354,0.64,1,255,91,108,61.50282993,63.24331571,25.02928439,0,18382
Experiment_1,63,0,hue vs saturation,tanned,8,1,0.83,1,255,46,43,55.47018035,74.74058353,53.81170383,0,6049
Experiment_1,63,0,hue vs saturation,fair,4,288,0.19,1,245,206,255,87.37562162,22.0879425,-18.83744763,0,4908
Experiment_1,63,0,hue vs saturation,tanned,10,167,0.39,1,155,255,233,93.61172594,-34.25209909,1.286046623,1,3339
Experiment_1,63,0,hue vs saturation,fair,5,251,0.53,1,144,119,255,58.36114874,41.73776085,-64.75261621,1,4636
Experiment_1,63,0,hue vs saturation,tanned,7,0,0.29,1,255,181,181,80.54042709,26.87425549,10.76390663,0,4666
Experiment_1,63,0,hue vs saturation,fair,6,206,0.24,1,193,228,255,88.9433985,-5.620989598,-16.86171867,1,5788
Experiment_1,63,0,hue vs saturation,tanned,9,315,0.48,1,255,132,224,71.65283249,58.01173927,-25.92006145,0,6890
Experiment_1,63,0,hue vs saturation,fair,1,199,0.37,1,160,225,255,86.27774859,-13.19521991,-21.06659707,1,4780
Experiment_1,63,0,hue vs saturation,tanned,12,343,0.68,1,255,81,130,60.56618214,68.73005688,10.98219881,0,5728
Experiment_1,64,0,hue vs brightness,fair,2,182,1,0.86,0,211,219,77.10290864,-39.27290509,-16.18267109,1,15834
Experiment_1,64,0,hue vs brightness,fair,1,162,1,0.75,0,191,133,68.71869875,-54.20237045,18.12463519,1,18705
Experiment_1,64,0,hue vs brightness,fair,6,231,1,0.59,0,22,150,19.12277299,45.36639516,-68.24810362,1,6871
Experiment_1,64,0,hue vs brightness,tanned,9,58,1,0.85,216,209,0,81.94670079,-15.56690937,81.9935585,0,24139
Experiment_1,64,0,hue vs brightness,tanned,12,12,1,0.56,142,28,0,30.83404654,45.93347044,43.71504059,0,61576
Experiment_1,64,0,hue vs brightness,fair,5,182,1,0.93,0,229,237,82.9947429,-41.95812233,-16.90174552,1,14752
Experiment_1,64,0,hue vs brightness,tanned,11,347,1,0.25,63,0,13,9.686835715,30.08309873,9.857494054,0,7785
Experiment_1,64,0,hue vs brightness,fair,4,266,1,0.44,48,0,112,14.39063447,44.97976342,-51.93666376,1,13375
Experiment_1,64,0,hue vs brightness,tanned,8,48,1,0.85,216,173,0,72.55219611,2.925763482,75.29432163,0,26353
Experiment_1,64,0,hue vs brightness,tanned,7,346,1,0.84,214,0,49,44.96667575,71.03390002,37.4471305,0,4030
Experiment_1,64,0,hue vs brightness,tanned,10,56,1,0.81,206,192,0,76.5705053,-11.33471049,77.71338615,0,9435
Experiment_1,64,0,hue vs brightness,fair,3,347,1,0.69,175,0,38,36.46861488,61.12839765,32.36052242,0,4447
Experiment_1,64,0,hue vs saturation,tanned,12,185,0.85,1,38,236,255,85.81757413,-38.3743235,-22.10001122,1,16843
Experiment_1,64,0,hue vs saturation,tanned,7,179,0.95,1,12,255,250,91.00771159,-49.2649266,-11.70300419,1,6738
Experiment_1,64,0,hue vs saturation,fair,4,175,0.88,1,30,255,236,90.71239227,-52.51294063,-4.866005181,1,5435
Experiment_1,64,0,hue vs saturation,fair,6,317,0.85,1,255,38,193,58.50533896,86.63511888,-28.71944277,0,7771
Experiment_1,64,0,hue vs saturation,tanned,10,283,0.25,1,236,191,255,83.08037128,27.18328904,-25.426033,0,13507
Experiment_1,64,0,hue vs saturation,fair,2,53,0.73,1,255,233,68,91.66474796,-9.501097992,77.64520447,0,14941
Experiment_1,64,0,hue vs saturation,tanned,11,64,0.7,1,243,255,76,96.44976078,-24.66679905,79.21402656,0,5535
Experiment_1,64,0,hue vs saturation,tanned,9,60,0.83,1,255,255,43,97.2090992,-20.9831147,89.32776819,0,3882
Experiment_1,64,0,hue vs saturation,fair,1,204,0.85,1,38,168,255,66.24188439,-3.595517418,-52.45085807,1,5465
Experiment_1,64,0,hue vs saturation,fair,5,227,0.91,1,22,73,255,41.46245454,53.44895164,-92.61201326,1,22882
Experiment_1,64,0,hue vs saturation,fair,3,224,0.93,1,17,81,255,43.09888166,48.6037953,-89.91179714,1,5972
Experiment_1,64,0,hue vs saturation,tanned,8,302,0.87,1,255,33,247,60.83728916,94.29355714,-55.5786114,0,4888
Experiment_1,65,0,hue vs saturation,fair,6,102,0.78,1,115,255,56,89.60352891,-69.73875623,76.51372588,1,4548
Experiment_1,65,0,hue vs saturation,fair,1,331,0.69,1,255,79,164,61.24856407,72.63237024,-7.806964654,0,10139
Experiment_1,65,0,hue vs saturation,fair,5,278,0.38,1,219,158,255,74.01916626,39.68629971,-39.51948926,0,11908
Experiment_1,65,0,hue vs saturation,tanned,10,295,0.51,1,244,124,255,70.08362239,63.89694589,-45.46534607,0,5110
Experiment_1,65,0,hue vs saturation,tanned,11,284,0.68,1,208,81,255,58.52246307,74.18379528,-64.11927786,0,9238
Experiment_1,65,0,hue vs saturation,tanned,8,349,0.91,1,255,22,65,54.25488194,79.46370255,40.81832574,0,17327
Experiment_1,65,0,hue vs saturation,tanned,9,10,0.99,1,255,44,2,55.13999518,74.65789132,67.46554319,0,12699
Experiment_1,65,0,hue vs saturation,tanned,12,229,0.74,1,66,100,255,48.87480387,40.10131015,-80.37349883,1,6830
Experiment_1,65,0,hue vs saturation,fair,2,96,0.51,1,176,255,124,92.66541348,-45.99380136,54.49891078,1,7590
Experiment_1,65,0,hue vs saturation,fair,4,112,0.79,1,80,255,53,88.67733556,-77.40599828,76.14207262,1,7259
Experiment_1,65,0,hue vs saturation,tanned,7,247,0.81,1,72,48,255,39.09046085,68.50683146,-96.47992178,1,9666
Experiment_1,65,0,hue vs saturation,fair,3,139,0.47,1,135,255,173,91.54470033,-51.25031907,28.98341257,1,11777
Experiment_1,65,0,hue vs brightness,fair,2,249,1,0.4,15,0,102,9.488543077,40.69860921,-53.61461286,1,7732
Experiment_1,65,0,hue vs brightness,tanned,11,277,1,0.88,138,0,224,39.21612683,77.746806,-78.50921583,0,4645
Experiment_1,65,0,hue vs brightness,fair,4,90,1,0.86,109,219,0,78.41170352,-60.42743812,76.50803131,0,14024
Experiment_1,65,0,hue vs brightness,fair,3,294,1,0.96,220,0,244,53.75785016,91.43969774,-65.57802045,0,7927
Experiment_1,65,0,hue vs brightness,tanned,10,96,1,0.62,63,158,0,57.56945517,-51.32271841,59.42070603,1,11725
Experiment_1,65,0,hue vs brightness,fair,6,153,1,0.61,0,155,85,56.18634626,-51.16964661,27.14838758,1,10381
Experiment_1,65,0,hue vs brightness,tanned,7,279,1,0.76,125,0,193,34.41693301,70.25859547,-68.48134044,0,4704
Experiment_1,65,0,hue vs brightness,tanned,8,128,1,0.46,0,117,15,42.39490533,-47.78461819,43.27718613,1,4750
Experiment_1,65,0,hue vs brightness,fair,1,318,1,0.68,173,0,121,38.31339156,66.64180064,-18.07954721,0,9260
Experiment_1,65,0,hue vs brightness,fair,5,70,1,0.94,199,239,0,88.86342814,-36.81167529,86.55974256,0,12613
Experiment_1,65,0,hue vs brightness,tanned,12,355,1,0.86,219,0,18,45.77596033,71.57490141,54.25449558,0,6491
Experiment_1,65,0,hue vs brightness,tanned,9,21,1,0.94,239,83,0,56.62172028,57.53339382,66.9097821,0,6459
Experiment_1,66,1,hue vs brightness,tanned,7,89,1,0.64,84,163,0,59.96022635,-47.07088853,61.62955308,0,7805
Experiment_1,66,1,hue vs brightness,fair,4,274,1,0.81,117,0,206,34.47399684,72.08418463,-76.03642314,0,5849
Experiment_1,66,1,hue vs brightness,tanned,10,230,1,0.69,0,29,175,23.58488532,50.10441543,-76.04854264,1,4830
Experiment_1,66,1,hue vs brightness,tanned,8,207,1,0.86,0,120,219,50.15344274,9.76512819,-58.20210452,1,4620
Experiment_1,66,1,hue vs brightness,fair,6,250,1,0.51,21,0,130,14.2372228,48.35891622,-63.84484924,1,5213
Experiment_1,66,1,hue vs brightness,fair,5,215,1,0.62,0,65,158,30.03270464,21.26904861,-55.15104927,1,8339
Experiment_1,66,1,hue vs brightness,fair,1,183,1,0.69,0,167,175,62.28123267,-32.50057451,-14.39643917,1,2819
Experiment_1,66,1,hue vs brightness,tanned,11,208,1,0.7,0,95,178,40.24414596,9.290434618,-50.53196312,1,2953
Experiment_1,66,1,hue vs brightness,fair,3,215,1,0.77,0,81,196,37.60878561,25.92208799,-65.34108677,1,2385
Experiment_1,66,1,hue vs brightness,tanned,12,164,1,0.78,0,198,145,71.16809039,-54.06814079,15.07779032,1,2136
Experiment_1,66,1,hue vs brightness,tanned,9,204,1,0.8,0,122,204,49.83241127,2.617709792,-50.20305049,1,2341
Experiment_1,66,1,hue vs brightness,fair,2,236,1,0.76,0,12,193,24.04219829,61.52023844,-86.01106159,1,3603
Experiment_1,66,1,hue vs saturation,tanned,12,96,0.52,1,175,255,122,92.59211362,-46.54091787,55.30883574,1,4047
Experiment_1,66,1,hue vs saturation,tanned,10,133,0.54,1,117,255,147,90.50929856,-59.91954769,40.40168125,1,4058
Experiment_1,66,1,hue vs saturation,tanned,11,106,0.71,1,116,255,73,89.7264058,-68.44464197,71.33484369,1,2132
Experiment_1,66,1,hue vs saturation,tanned,9,126,0.76,1,61,255,80,88.49123413,-78.42760782,67.16384433,1,4936
Experiment_1,66,1,hue vs saturation,fair,5,94,0.82,1,136,255,45,90.29569638,-64.50989925,80.22927561,1,4352
Experiment_1,66,1,hue vs saturation,fair,6,118,0.86,1,43,255,35,88.04311515,-83.18309336,79.49798235,1,4868
Experiment_1,66,1,hue vs saturation,tanned,7,159,0.79,1,53,255,184,89.73735824,-63.54293487,20.60196834,1,2803
Experiment_1,66,1,hue vs saturation,tanned,8,116,0.77,1,71,255,58,88.52638783,-78.61139563,74.53900455,1,8717
Experiment_1,66,1,hue vs saturation,fair,1,136,0.84,1,40,255,97,88.36857202,-78.97832347,60.27949304,1,2965
Experiment_1,66,1,hue vs saturation,fair,4,165,0.78,1,56,255,205,90.21497045,-58.51955414,10.49560671,1,8057
Experiment_1,66,1,hue vs saturation,fair,3,161,0.75,1,63,255,194,90.07794558,-60.3154575,15.97767144,1,4027
Experiment_1,66,1,hue vs saturation,fair,2,147,0.63,1,94,255,166,90.16159588,-61.48036063,30.42063096,1,2488
Experiment_1,67,0,hue vs saturation,fair,6,218,0.33,1,170,201,255,80.48199418,2.080220128,-29.84803725,1,4633
Experiment_1,67,0,hue vs saturation,fair,1,162,0.25,1,191,255,235,95.41071197,-23.91667124,3.085449273,1,2368
Experiment_1,67,0,hue vs saturation,fair,2,83,0.04,1,251,255,244,99.44085064,-3.219037448,4.779043928,0,7162
Experiment_1,67,0,hue vs saturation,tanned,12,73,0.08,1,250,255,234,99.13693713,-5.226572749,9.454720407,0,2461
Experiment_1,67,0,hue vs saturation,tanned,9,220,0.13,1,221,232,255,91.82170586,0.80548537,-12.35961069,1,5324
Experiment_1,67,0,hue vs saturation,fair,4,215,0.7,1,76,150,255,62.14226169,10.78636408,-58.91362979,1,4602
Experiment_1,67,0,hue vs saturation,tanned,10,182,0.22,1,198,253,255,95.77912446,-16.78171121,-6.641842315,1,1793
Experiment_1,67,0,hue vs saturation,tanned,8,136,0.15,1,216,255,226,96.66062389,-17.87575245,9.703466141,1,1767
Experiment_1,67,0,hue vs saturation,fair,5,228,0.44,1,142,165,255,69.38472503,14.78630039,-47.22809172,1,5043
Experiment_1,67,0,hue vs saturation,tanned,11,146,0.09,1,232,255,241,98.04419203,-10.00632801,4.129070003,1,2282
Experiment_1,67,0,hue vs saturation,fair,3,179,0.18,1,209,255,254,96.91467782,-14.72624114,-4.379435841,1,1643
Experiment_1,67,0,hue vs saturation,tanned,7,196,0.62,1,96,212,255,80.06345559,-20.31955727,-30.78291651,1,2526
Experiment_1,67,0,hue vs brightness,fair,2,185,1,0.18,0,42,45,14.65401785,-12.5053572,-5.971338717,1,3984
Experiment_1,67,0,hue vs brightness,tanned,11,143,1,0.12,0,30,11,8.59110231,-15.53772463,8.048927733,1,2173
Experiment_1,67,0,hue vs brightness,tanned,8,227,1,0.1,0,5,25,1.614439686,2.452207321,-10.69162586,1,1931
Experiment_1,67,0,hue vs brightness,tanned,12,272,1,0.1,13,0,25,1.406901434,7.922797912,-10.90180325,0,2069
Experiment_1,67,0,hue vs brightness,fair,5,217,1,0.11,0,10,28,2.718212562,1.315928923,-11.47962932,1,1557
Experiment_1,67,0,hue vs brightness,fair,6,284,1,0.27,50,0,68,9.762666253,34.79728734,-29.76325881,0,5928
Experiment_1,67,0,hue vs brightness,tanned,9,241,1,0.32,1,0,81,5.424576746,33.00550594,-46.20063232,1,1586
Experiment_1,67,0,hue vs brightness,fair,1,166,1,0.08,0,20,15,4.830817727,-7.043043639,0.641838035,1,2460
Experiment_1,67,0,hue vs brightness,tanned,7,187,1,0.09,0,20,22,5.042529944,-5.555329431,-3.406535629,1,1647
Experiment_1,67,0,hue vs brightness,fair,3,187,1,0.09,0,20,22,5.042529944,-5.555329431,-3.406535629,1,2377
Experiment_1,67,0,hue vs brightness,fair,4,187,1,0.1,0,22,25,5.817254238,-6.133571618,-4.539973384,1,668
Experiment_1,67,0,hue vs brightness,tanned,10,188,1,0.1,0,22,25,5.817254238,-6.133571618,-4.539973384,1,613
Experiment_1,68,0,hue vs brightness,tanned,8,296,1,0.68,161,0,173,38.88841304,71.5229556,-49.08963593,0,14677
Experiment_1,68,0,hue vs brightness,tanned,11,157,1,0.79,0,201,124,71.70980126,-59.74336375,26.95317925,1,3245
Experiment_1,68,0,hue vs brightness,fair,6,224,1,0.27,0,18,68,7.677690632,16.26664423,-33.40493596,1,2456
Experiment_1,68,0,hue vs brightness,tanned,9,245,1,0.54,11,0,137,14.82964029,50.02736298,-67.29493569,1,2395
Experiment_1,68,0,hue vs brightness,fair,3,172,1,0.39,0,99,86,37.10656233,-28.26800429,0.338377665,1,6022
Experiment_1,68,0,hue vs brightness,fair,2,108,1,0.71,36,181,0,64.50181352,-63.89556569,64.67675746,1,1499
Experiment_1,68,0,hue vs brightness,tanned,7,244,1,0.41,6,0,104,9.305651149,41.07041462,-55.25775915,1,1706
Experiment_1,68,0,hue vs brightness,tanned,10,200,1,0.53,0,90,135,36.10262374,-5.190124967,-31.39484899,1,2079
Experiment_1,68,0,hue vs brightness,fair,1,314,1,0.49,124,0,95,27.04955946,53.41965528,-19.66986078,0,2298
Experiment_1,68,0,hue vs brightness,tanned,12,106,1,0.65,38,165,0,59.27150485,-58.79757461,60.51545534,1,5049
Experiment_1,68,0,hue vs brightness,fair,5,333,1,0.63,160,0,72,33.86067518,59.23119529,6.4692347,0,2221
Experiment_1,68,0,hue vs brightness,fair,4,351,1,0.68,173,0,26,35.90488415,60.28634388,38.6523447,0,3822
Experiment_1,68,0,hue vs saturation,fair,4,339,0.47,1,255,135,177,70.70670657,49.97163543,-1.234028318,0,10476
Experiment_1,68,0,hue vs saturation,tanned,8,55,0.89,1,255,236,28,92.28044377,-12.10669509,88.12690279,0,2575
Experiment_1,68,0,hue vs saturation,fair,5,257,0.86,1,97,35,255,39.51884328,74.8733061,-95.71037051,1,2060
Experiment_1,68,0,hue vs saturation,tanned,9,152,0.98,1,5,255,138,88.6320771,-75.02997953,42.00128043,1,2471
Experiment_1,68,0,hue vs saturation,fair,1,318,0.88,1,255,30,187,57.82420156,87.22484968,-26.31262881,0,2373
Experiment_1,68,0,hue vs saturation,fair,2,30,0.87,1,255,144,33,70.39697653,35.19084782,70.00136044,0,2224
Experiment_1,68,0,hue vs saturation,fair,6,107,0.87,1,81,255,33,88.628224,-78.08441885,80.60455868,1,2180
Experiment_1,68,0,hue vs saturation,tanned,10,180,0.14,1,219,255,255,97.5513692,-11.48645694,-3.887014612,1,2023
Experiment_1,68,0,hue vs saturation,tanned,7,199,0.69,1,79,199,255,75.90269036,-16.20965178,-37.24628739,1,1777
Experiment_1,68,0,hue vs saturation,tanned,11,256,0.71,1,122,73,255,47.13500815,62.36544648,-83.0714908,1,1248
Experiment_1,68,0,hue vs saturation,tanned,12,293,0.69,1,234,79,255,61.91597374,80.24953103,-58.48061168,0,1353
Experiment_1,68,0,hue vs saturation,fair,3,275,0.59,1,192,104,255,60.18310644,60.56621282,-61.56540646,0,1409
Experiment_1,69,0,hue vs saturation,tanned,12,212,0.59,1,104,174,255,69.7783545,1.477439283,-46.74706132,1,25053
Experiment_1,69,0,hue vs saturation,fair,4,69,0.23,1,246,255,196,98.07285744,-12.38246847,27.27300487,0,131107
Experiment_1,69,0,hue vs saturation,tanned,10,32,0.27,1,255,222,186,90.34357549,6.160787073,21.87177726,0,34918
Experiment_1,69,0,hue vs saturation,fair,1,182,0.47,1,135,251,255,92.29398195,-31.89999536,-12.13692878,1,45421
Experiment_1,69,0,hue vs saturation,tanned,11,29,0.65,1,255,169,89,76.28799036,24.42291488,53.23828825,0,47999
Experiment_1,69,0,hue vs saturation,tanned,7,52,0.44,1,255,240,142,94.11238749,-7.943933662,49.00356473,0,82220
Experiment_1,69,0,hue vs saturation,fair,6,3,0.47,1,255,141,135,70.91159385,42.38581157,22.46227116,0,55751
Experiment_1,69,0,hue vs saturation,fair,5,164,0.53,1,119,255,218,91.91047857,-45.90842162,6.400887564,1,31363
Experiment_1,69,0,hue vs saturation,fair,2,58,0.44,1,255,251,142,96.90500038,-13.35836658,52.45827594,0,22803
Experiment_1,69,0,hue vs saturation,fair,3,8,0.5,1,255,144,127,71.37734503,40.14108977,27.48915896,0,29448
Experiment_1,69,0,hue vs saturation,tanned,9,37,0.5,1,255,206,127,85.47106942,7.927521276,45.59436314,0,8064
Experiment_1,69,0,hue vs saturation,tanned,8,44,0.29,1,255,235,181,93.45608443,-1.11118309,28.71250825,0,79005
Experiment_1,69,0,hue vs brightness,fair,1,199,1,0.83,0,144,211,56.73247026,-7.762698645,-43.20884934,1,38012
Experiment_1,69,0,hue vs brightness,fair,5,182,1,0.77,0,189,196,69.73983733,-36.23758331,-14.79522997,1,17996
Experiment_1,69,0,hue vs brightness,fair,6,190,1,0.58,0,123,147,47.32999186,-19.72997945,-21.08770859,1,38418
Experiment_1,69,0,hue vs brightness,tanned,11,32,1,0.65,165,88,0,45.60511908,26.84899986,54.43675963,0,99575
Experiment_1,69,0,hue vs brightness,fair,3,165,1,0.43,0,109,82,40.48603939,-33.97463846,7.629603044,1,21342
Experiment_1,69,0,hue vs brightness,fair,2,3,1,0.62,158,7,0,32.74685551,55.04780553,46.65908553,0,17908
Experiment_1,69,0,hue vs brightness,tanned,12,32,1,0.67,170,91,0,47.0114888,27.36499089,55.67038709,0,15322
Experiment_1,69,0,hue vs brightness,tanned,7,197,1,0.4,0,73,102,28.70621368,-8.13056224,-22.46007571,1,13625
Experiment_1,69,0,hue vs brightness,tanned,9,157,1,0.55,0,140,86,51.18429235,-45.49928781,20.02218804,1,14409
Experiment_1,69,0,hue vs brightness,tanned,10,343,1,0.31,79,0,22,13.9444932,35.1777753,10.97596051,0,9857
Experiment_1,69,0,hue vs brightness,tanned,8,346,1,0.5,127,0,29,25.56556692,48.51652266,22.9088651,0,18988
Experiment_1,69,0,hue vs brightness,fair,4,184,1,0.5,0,119,127,45.25654601,-24.67667857,-12.40143433,1,15455
Experiment_1,70,1,hue vs brightness,fair,4,337,1,0.56,142,0,54,29.45562818,53.65118433,11.72881354,0,23317
Experiment_1,70,1,hue vs brightness,tanned,11,97,1,0.26,25,66,0,24.00940655,-26.81049726,31.8384531,1,7364
Experiment_1,70,1,hue vs brightness,fair,6,187,1,0.38,0,85,96,32.5720907,-17.62486652,-12.67651264,1,1310935
Experiment_1,70,1,hue vs brightness,fair,1,301,1,0.33,84,0,82,17.89151261,43.4744007,-25.99505312,0,3235
Experiment_1,70,1,hue vs brightness,fair,5,18,1,0.7,178,53,0,41.23388885,48.86803849,53.16069508,0,10361
Experiment_1,70,1,hue vs brightness,tanned,12,117,1,0.52,6,132,0,47.67672677,-52.40588216,51.07982358,1,2645
Experiment_1,70,1,hue vs brightness,fair,3,323,1,0.41,104,0,64,21.25702315,45.27775654,-8.047464877,0,4384
Experiment_1,70,1,hue vs brightness,tanned,8,48,1,0.39,99,79,0,34.48721546,0.970545274,42.87783754,0,4828
Experiment_1,70,1,hue vs brightness,fair,2,278,1,0.7,113,0,178,31.17263217,65.94282876,-64.98629208,0,7859
Experiment_1,70,1,hue vs brightness,tanned,7,12,1,0.74,188,37,0,41.23915915,57.46081529,54.29069824,0,8934
Experiment_1,70,1,hue vs brightness,tanned,9,151,1,0.42,0,107,55,39.22659243,-39.54432533,21.81049075,1,9656
Experiment_1,70,1,hue vs brightness,tanned,10,307,1,0.36,91,0,81,19.30070214,44.686118,-22.98357121,0,3623
Experiment_1,70,1,hue vs saturation,tanned,7,33,0.52,1,255,195,122,82.75114576,13.20450406,44.71330276,0,9582
Experiment_1,70,1,hue vs saturation,fair,2,295,0.4,1,246,153,255,75.82018236,50.199866,-36.5001207,0,6489
Experiment_1,70,1,hue vs saturation,fair,3,7,0.78,1,255,79,56,59.10137215,65.26145744,50.8382406,0,4379
Experiment_1,70,1,hue vs saturation,tanned,8,325,0.64,1,255,91,186,63.57966102,70.70087357,-16.93800193,0,4833
Experiment_1,70,1,hue vs saturation,tanned,12,238,0.56,1,112,116,255,55.23217601,37.05517254,-69.92172253,1,6756
Experiment_1,70,1,hue vs saturation,fair,5,339,0.52,1,255,122,168,68.02519916,55.15304195,-0.100864074,0,5500
Experiment_1,70,1,hue vs saturation,fair,4,51,0.6,1,255,232,102,91.65458165,-7.193067121,64.50038492,0,9085
Experiment_1,70,1,hue vs saturation,fair,1,279,0.47,1,213,135,255,68.52908418,50.16096839,-48.16098595,0,2683
Experiment_1,70,1,hue vs saturation,tanned,9,86,0.67,1,180,255,84,92.5145317,-48.11341448,71.12459326,0,5907
Experiment_1,70,1,hue vs saturation,fair,6,269,0.5,1,189,127,255,64.33668395,48.05631285,-54.95821159,1,2385
Experiment_1,70,1,hue vs saturation,tanned,10,23,0.69,1,255,146,79,71.13368898,35.78649757,52.28654784,0,4502
Experiment_1,70,1,hue vs saturation,tanned,11,119,0.4,1,154,255,153,91.9935389,-49.24700367,39.66434887,1,7267
Experiment_1,71,0,hue vs brightness,tanned,7,9,1,0.35,89,13,0,17.51445028,33.20035766,26.75336085,0,36293
Experiment_1,71,0,hue vs brightness,fair,6,117,1,0.18,2,45,0,14.89730526,-24.96924276,21.19420542,1,11929
Experiment_1,71,0,hue vs brightness,tanned,10,230,1,0.37,0,15,94,10.18175397,29.45195338,-47.14140765,1,53615
Experiment_1,71,0,hue vs brightness,fair,1,286,1,0.4,78,0,102,18.27222962,46.13920986,-38.82366874,0,16400
Experiment_1,71,0,hue vs brightness,tanned,9,240,1,0.71,0,0,181,21.34293989,61.22728378,-83.38988108,1,7340
Experiment_1,71,0,hue vs brightness,fair,2,9,1,0.63,160,24,0,34.24568299,52.56326901,47.7826798,0,17764
Experiment_1,71,0,hue vs brightness,tanned,8,54,1,0.91,232,208,0,83.0555,-8.210005989,83.41940564,0,6078
Experiment_1,71,0,hue vs brightness,fair,5,218,1,0.7,0,65,178,31.7954014,29.4457458,-64.26791017,1,11688
Experiment_1,71,0,hue vs brightness,tanned,12,319,1,0.69,175,0,120,38.67312631,66.94373373,-16.86656269,0,9695
Experiment_1,71,0,hue vs brightness,fair,3,197,1,0.27,0,49,68,18.42643998,-7.165300052,-16.15707918,1,7842
Experiment_1,71,0,hue vs brightness,tanned,11,332,1,0.36,91,0,42,17.4197741,39.89143941,1.523334211,0,7882
Experiment_1,71,0,hue vs brightness,fair,4,265,1,0.22,23,0,56,4.224535621,24.78631562,-30.34766839,1,6962
Experiment_1,71,0,hue vs saturation,tanned,9,168,0.32,1,173,255,238,94.55862796,-28.42201983,0.185118589,1,24280
Experiment_1,71,0,hue vs saturation,fair,2,229,0.64,1,91,121,255,55.19458898,30.51261491,-70.04355368,1,12837
Experiment_1,71,0,hue vs saturation,fair,5,32,0.9,1,255,147,25,71.0069588,33.51307554,72.52630909,0,10956
Experiment_1,71,0,hue vs saturation,tanned,12,134,0.9,1,25,255,79,88.10856005,-81.78889647,67.01369385,1,10663
Experiment_1,71,0,hue vs saturation,tanned,7,12,0.59,1,255,134,104,68.97499048,43.35761387,36.88593714,0,21995
Experiment_1,71,0,hue vs saturation,tanned,8,67,0.81,1,230,255,48,95.39472647,-30.93610265,85.95881459,0,4344
Experiment_1,71,0,hue vs saturation,fair,3,324,0.74,1,255,66,179,60.25834095,78.46162262,-17.96463288,0,3932
Experiment_1,71,0,hue vs saturation,tanned,11,262,0.75,1,133,63,255,46.66009462,68.4453652,-83.80742114,1,6930
Experiment_1,71,0,hue vs saturation,tanned,10,237,0.8,1,50,61,255,39.97447588,61.16573673,-95.04952521,1,25915
Experiment_1,71,0,hue vs saturation,fair,6,135,0.48,1,132,255,163,91.26589908,-53.71175562,33.6006351,1,7401
Experiment_1,71,0,hue vs saturation,fair,4,56,0.63,1,255,244,94,94.64039555,-13.60890745,71.04227985,0,5109
Experiment_1,71,0,hue vs saturation,fair,1,230,0.72,1,71,102,255,49.57162646,39.42202636,-79.22588187,1,7390
Experiment_1,72,0,hue vs brightness,tanned,11,149,1,0.44,0,112,54,40.98422353,-41.57227893,24.59699432,1,35631
Experiment_1,72,0,hue vs brightness,fair,3,200,1,0.75,0,127,191,50.61732405,-5.467451719,-41.52380735,1,10629
Experiment_1,72,0,hue vs brightness,fair,5,328,1,0.9,229,0,122,49.57261733,78.53891965,-0.653342997,0,16614
Experiment_1,72,0,hue vs brightness,tanned,8,283,1,0.89,162,0,226,43.02182299,80.75620929,-73.27187575,0,4851
Experiment_1,72,0,hue vs brightness,tanned,7,18,1,0.91,232,69,0,53.39753806,60.63821938,64.63178128,0,8270
